Unnamed: 0,explain_path,photo_path,name,loc,BT,Area,ER,UWaB,UWaA,UFB,UFA,URB,URA,UWiB,UWiA,ATB,ATA,SCB,SCA
0,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_1.png,img/rec_fig/1.png,충북 보은군 장애인회관,4.00,8.00,1565.00,0.10,0.59,0.26,2.77,0.58,4.20,0.15,0.59,0.42,37.58,5.00,0.44,0.56
1,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_2.png,img/rec_fig/2.png,경북 성주군청사,11.00,11.00,9179.64,0.77,0.58,0.32,3.29,0.31,0.18,0.18,4.00,1.62,37.58,0.19,2.61,0.59
2,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_3.png,img/rec_fig/3.png,강원 양구군청사,16.00,11.00,3533.00,0.18,0.90,0.24,2.63,2.63,0.68,0.13,2.80,1.50,10.48,5.00,0.56,0.47
3,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_4.png,img/rec_fig/4.png,전남 영암군 군서면사무소,9.00,11.00,762.90,0.46,0.46,0.21,1.31,0.35,1.87,0.17,4.00,1.81,37.58,5.00,2.61,0.59
4,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_5.png,img/rec_fig/5.png,전남 영암군 미암면사무소,9.00,11.00,566.00,0.41,0.46,0.21,1.31,0.35,2.03,0.18,4.00,1.81,37.58,5.00,2.61,0.59
5,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_6.png,img/rec_fig/6.png,한국 폴리텍대학 창원캠퍼스,12.00,7.00,3104.00,0.74,1.04,0.28,1.31,0.35,2.03,0.18,3.60,1.30,37.58,5.00,2.61,0.59
6,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_7.png,img/rec_fig/7.png,대전광역시청사,13.00,11.00,87742.00,0.22,3.70,1.80,0.36,0.25,0.61,0.18,2.90,0.42,37.58,5.00,0.42,0.42
7,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_8.png,img/rec_fig/8.png,세종시청 조치원청사 C동,7.00,11.00,1647.00,0.21,0.62,0.31,0.64,0.64,0.71,0.14,5.30,1.80,37.58,5.00,0.82,0.56
8,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_9.png,img/rec_fig/9.png,헌법재판소,1.00,11.00,19270.00,0.68,0.64,0.26,1.31,0.29,1.04,0.15,4.00,1.50,13.72,5.00,2.61,0.59
9,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_10.png,img/rec_fig/10.png,부산연제경찰서,14.00,11.00,7357.00,0.39,2.68,0.32,1.31,0.35,1.04,0.18,3.60,1.80,25.81,5.00,2.61,0.59
10,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_11.png,img/rec_fig/11.png,제주도 서귀포시 평생학습관,17.00,11.00,1016.00,0.28,0.56,0.32,1.31,0.47,1.04,0.25,3.60,2.20,14.23,5.00,2.61,0.59
11,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_12.png,img/rec_fig/12.png,강릉 장애인직업재활시설 사랑의 일터,16.00,8.00,630.00,0.38,0.54,0.32,1.31,0.24,1.04,0.15,3.60,1.50,44.04,5.00,2.61,0.59
12,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_13.png,img/rec_fig/13.png,정보통신기술진흥센터 청사,6.00,11.00,19354.00,0.60,3.26,0.26,1.31,0.29,1.04,0.15,2.90,1.50,22.40,5.00,22.40,5.00
13,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_14.png,img/rec_fig/14.png,전남 보성군 복내면사무소,10.00,11.00,495.00,0.62,0.56,0.23,1.31,0.35,1.04,0.17,1.43,1.80,37.58,5.00,2.61,0.58
14,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_15.png,img/rec_fig/15.png,경기도 부천시 춘의동사무소,2.00,11.00,731.00,0.59,1.18,0.26,1.31,0.29,1.04,0.15,3.60,1.50,16.34,5.00,2.61,0.59
15,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_16.png,img/rec_fig/16.png,한국연구재단 대전청사 본관,6.00,11.00,5443.00,0.50,1.97,0.12,1.31,0.29,1.97,0.18,1.97,0.97,11.90,11.90,2.61,0.13
16,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_17.png,img/rec_fig/17.png,한국교통대학교 화학생명관,4.00,7.00,7367.00,0.74,0.35,0.26,1.31,0.29,1.04,0.15,4.00,1.50,15.80,5.00,2.61,0.59
17,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_18.png,img/rec_fig/18.png,강릉 입암3아파트 사회복지관,16.00,11.00,1615.01,0.39,3.42,0.32,1.31,0.24,1.04,0.15,3.60,1.50,14.87,5.00,2.61,0.59
18,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_19.png,img/rec_fig/19.png,경기도 시흥시 ABC 행복학습타운,2.00,7.00,17784.00,0.56,0.36,0.24,1.31,0.29,1.04,0.15,3.50,1.50,26.16,5.00,2.61,0.59
19,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_20.png,img/rec_fig/20.png,대구 달서구청,13.00,11.00,17898.00,0.27,0.39,0.32,1.31,0.35,1.04,0.18,3.60,1.80,25.36,5.00,2.61,0.59
20,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_21.png,img/rec_fig/21.png,충청북도 자치연수원 공무원교육관,4.00,11.00,9591.00,0.68,0.28,0.26,1.31,0.29,1.04,0.15,3.60,1.50,81.32,5.00,2.61,0.59
21,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_22.png,img/rec_fig/22.png,충주 성내동우체국,4.00,11.00,2863.00,0.71,7.25,0.26,1.31,0.29,1.04,0.15,6.60,1.50,11.76,5.00,2.61,0.59
22,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_23.png,img/rec_fig/23.png,구) 남원역사,8.00,11.00,761.00,0.58,3.12,0.24,1.31,0.35,3.12,0.20,3.60,1.48,37.58,5.00,2.61,0.27
23,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_24.png,img/rec_fig/24.png,전남 광양시 의회청사,9.00,11.00,6895.00,0.69,0.72,0.32,1.31,0.35,1.04,0.15,2.10,1.80,88.93,5.00,2.61,0.59
24,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_25.png,img/rec_fig/25.png,충북 음성군청 본청사,4.00,11.00,8684.00,0.60,1.60,0.24,1.31,0.29,1.04,0.15,4.00,1.50,40.53,5.00,2.61,0.59
25,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_26.png,img/rec_fig/26.png,진주 평거2주공아파트,12.00,2.00,22036.00,0.48,1.18,0.31,0.52,0.31,0.54,0.18,5.30,1.20,8.85,5.00,2.61,0.59
26,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_27.png,img/rec_fig/27.png,충북 중앙경찰학교 1강의동,4.00,7.00,8732.00,0.28,3.80,0.17,1.31,0.29,1.04,0.12,3.60,1.03,37.58,5.00,2.61,0.27
27,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_28.png,img/rec_fig/28.png,과천시민회관,2.00,11.00,41056.00,0.51,3.80,0.20,1.31,0.29,1.04,0.14,3.60,1.46,37.58,5.00,2.61,0.35
28,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_29.png,img/rec_fig/29.png,경북 구미시청 본관,11.00,11.00,8360.00,0.44,0.37,0.24,1.31,0.35,1.04,0.18,3.60,1.50,44.59,5.00,2.61,0.59
29,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_30.png,img/rec_fig/30.png,부산 금정구청,14.00,11.00,14464.00,0.61,3.80,0.32,1.31,0.35,1.04,0.18,4.00,1.80,95.85,5.00,2.61,0.59
30,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_31.png,img/rec_fig/31.png,경남 하동군청사,12.00,11.00,5330.00,0.50,0.90,0.32,1.31,0.35,1.04,0.18,2.30,1.08,36.58,5.00,2.61,0.59
31,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_32.png,img/rec_fig/32.png,하남시 신장도서관,2.00,3.00,2145.00,0.90,3.80,0.17,1.31,0.29,1.04,0.17,3.60,1.27,37.58,5.00,2.61,0.33
32,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_33.png,img/rec_fig/33.png,부산 중구청,14.00,11.00,7860.00,0.46,1.70,0.32,1.31,0.35,1.04,0.18,4.00,1.80,35.62,5.00,2.61,0.59
33,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_34.png,img/rec_fig/34.png,대구 시립중앙도서관,13.00,7.00,10181.00,0.51,3.80,0.15,1.31,0.35,1.04,0.14,3.60,1.35,37.58,5.00,2.61,0.36
34,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_35.png,img/rec_fig/35.png,충남 청양 우체국,5.00,11.00,1569.00,0.62,3.80,0.15,1.31,0.29,1.04,0.17,3.60,1.27,37.58,5.00,2.61,0.33
35,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_36.png,img/rec_fig/36.png,국립농산물품질관리원 경남지원,12.00,11.00,1697.00,0.57,1.70,0.32,1.31,0.35,1.04,0.18,3.20,1.80,50.97,5.00,2.61,0.59
36,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_37.png,img/rec_fig/37.png,한국철도공사 동대구역사(다시확인),13.00,11.00,31965.00,0.81,0.55,0.32,1.31,0.35,1.04,0.18,5.30,1.80,126.85,5.00,2.61,0.59
37,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_38.png,img/rec_fig/38.png,전남 장성군 북일면 행정복지센터,9.00,11.00,722.00,0.72,0.66,0.32,1.31,0.35,1.04,0.18,3.10,1.80,20.62,5.00,2.61,0.59
38,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_39.png,img/rec_fig/39.png,강원대학교 농업생명과학대학 1호관,16.00,7.00,4222.00,0.87,3.80,0.15,1.31,0.24,1.04,0.17,3.60,1.27,37.58,5.00,2.61,0.33
39,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_40.png,img/rec_fig/40.png,서울 서초구 서운중학교,1.00,7.00,8662.00,0.52,3.80,0.12,1.31,0.29,1.04,0.13,3.60,1.03,37.58,5.00,2.61,0.27
40,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_41.png,img/rec_fig/41.png,서울대학교 공학관2(31동),1.00,7.00,6987.00,0.46,3.80,0.18,1.31,0.29,1.04,0.13,3.60,1.03,37.58,5.00,2.61,0.27
41,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_42.png,img/rec_fig/42.png,한국철도공사서울사옥(다시확인),1.00,11.00,23272.28,0.39,3.80,0.21,1.31,0.29,1.04,0.13,3.60,1.03,37.58,5.00,2.61,0.27
42,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_43.png,img/rec_fig/43.png,부산 범일2동 주민센터,14.00,11.00,400.26,0.80,5.60,0.32,1.31,0.35,1.04,0.18,6.60,1.80,57.03,5.00,2.61,0.59
43,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_44.png,img/rec_fig/44.png,대구 침산1동 주민센터,13.00,11.00,551.48,0.65,2.50,0.32,1.31,0.35,1.04,0.18,5.30,1.80,36.58,5.00,2.61,0.59
44,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_45.png,img/rec_fig/45.png,한국 환경산업 기술원 연수동,1.00,11.00,3514.00,0.67,3.80,0.19,2.87,0.30,3.15,0.13,4.00,1.47,37.58,5.00,0.69,0.52
45,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_46.png,img/rec_fig/46.png,인천 의료원 장례식장,3.00,15.00,3469.00,0.39,0.58,0.24,0.58,0.35,0.41,0.16,3.60,2.00,37.58,2.00,0.69,0.52
46,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_47.png,img/rec_fig/47.png,춘천 교도소,16.00,16.00,112554.00,0.59,3.80,0.00,1.31,0.24,1.04,0.15,3.60,1.50,37.58,5.00,2.61,0.52
47,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_48.png,img/rec_fig/48.png,목포 대학교 사회 과학관,9.00,7.00,13605.00,0.41,2.46,0.34,0.58,0.14,0.58,0.14,3.60,1.80,37.58,5.00,0.76,0.40
48,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_49.png,img/rec_fig/49.png,정읍시 연지청사,8.00,11.00,1739.00,0.29,0.52,0.18,1.96,1.96,0.56,0.18,3.60,1.40,37.58,5.00,0.76,0.57
49,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_50.png,img/rec_fig/50.png,거창 여자고등학교,12.00,7.00,9487.00,0.36,0.71,0.29,3.21,0.37,0.70,0.19,3.10,1.16,37.58,5.00,0.73,0.53
50,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_51.png,img/rec_fig/51.png,통영시청 제2청사,12.00,11.00,5684.60,0.24,0.33,0.02,0.97,0.35,0.50,0.18,3.16,1.77,37.58,5.00,2.61,0.59
51,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_52.png,img/rec_fig/52.png,영천시청 본관,11.00,11.00,5495.50,0.13,0.27,0.24,1.16,0.35,0.58,0.15,1.80,1.80,37.58,5.00,2.61,0.59
52,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_53.png,img/rec_fig/53.png,경찰청사 남관,1.00,11.00,3571.00,0.36,1.35,1.07,1.16,0.29,0.58,0.15,1.35,0.63,37.58,5.00,2.61,0.59
53,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_54.png,img/rec_fig/54.png,서울도봉경찰서,1.00,11.00,9099.90,0.24,0.58,0.24,0.58,0.29,0.41,0.15,4.00,1.30,37.58,5.00,2.61,0.59
54,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_55.png,img/rec_fig/55.png,전라북도 농업기술원,8.00,7.00,14413.50,0.28,0.76,0.13,0.76,0.29,0.52,0.12,3.20,1.28,37.58,5.00,2.61,0.59
55,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_56.png,img/rec_fig/56.png,통영시 수산과학관,12.00,7.00,3587.00,0.24,0.60,0.02,0.60,0.35,0.15,0.18,3.70,1.80,37.58,5.00,2.61,0.59
56,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_57.png,img/rec_fig/57.png,목포자연사박물관 자연사관동,9.00,7.00,6610.90,0.22,0.55,0.32,0.53,0.35,0.47,0.18,4.00,1.80,37.58,5.00,2.61,0.59
57,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_58.png,img/rec_fig/58.png,동학농민혁명기념관(전시관동),8.00,3.00,3945.70,0.23,0.60,0.24,0.60,0.29,0.42,0.15,3.10,0.85,37.58,5.00,2.61,0.59
58,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_59.png,img/rec_fig/59.png,서울대학교 052(예술관(미대)3),1.00,7.00,4383.70,0.48,2.10,0.24,1.75,0.29,1.05,0.15,4.00,1.50,37.58,5.00,2.61,0.59
59,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_60.png,img/rec_fig/60.png,서울대학교 021(약학관1),1.00,7.00,6575.50,0.42,2.10,0.24,1.75,0.29,1.05,0.15,4.00,1.50,37.58,5.00,2.61,0.59
60,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_61.png,img/rec_fig/61.png,충남대학교 실내체육관,6.00,7.00,3682.00,0.21,0.58,0.24,1.16,0.29,0.58,0.15,3.49,1.50,37.58,5.00,2.61,0.59
61,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_62.png,img/rec_fig/62.png,충남대학교 중앙도서관,6.00,7.00,21618.00,0.36,1.54,0.16,1.41,0.29,0.64,0.15,4.00,1.50,37.58,5.00,2.61,0.59
62,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_63.png,img/rec_fig/63.png,수정청소년수련관,2.00,9.00,7746.40,0.34,0.58,0.24,0.58,0.29,0.41,0.15,4.00,1.50,37.58,5.00,2.61,0.59
63,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_64.png,img/rec_fig/64.png,동작구문화복지센터(보건소),1.00,6.00,10022.00,0.10,0.58,0.24,0.58,0.29,0.41,0.15,2.90,1.37,37.58,5.00,2.61,0.59
64,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_65.png,img/rec_fig/65.png,단양 수련시설,4.00,9.00,8220.18,0.31,0.95,0.24,0.33,0.29,0.56,0.15,3.59,1.50,37.58,5.00,0.62,0.35
65,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_66.png,img/rec_fig/66.png,여수 하희현가 그린리모델링,9.00,1.00,18184.00,0.38,0.95,0.10,0.33,0.29,0.56,0.15,3.59,0.89,37.58,5.00,0.62,0.35
66,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_67.png,img/rec_fig/67.png,외유내강,14.00,1.00,204.82,0.35,0.95,0.22,0.33,0.22,0.56,0.18,3.59,1.20,37.58,5.00,0.62,0.35
67,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_68.png,img/rec_fig/68.png,부평 단독주택,3.00,1.00,146.13,0.65,0.95,0.24,0.33,0.29,0.56,0.15,3.59,1.50,37.58,5.00,0.62,0.35
68,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_69.png,img/rec_fig/69.png,경기도 수원시 권선구 단독주택 2층,2.00,1.00,209.43,0.33,0.95,0.24,0.33,0.29,0.56,0.15,3.59,1.50,37.58,5.00,0.62,0.35
69,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_70.png,img/rec_fig/70.png,EAN 테크놀로지 신사옥,1.00,11.00,2000.00,0.38,0.58,0.22,0.33,0.29,0.56,0.15,3.37,1.50,37.58,5.00,0.62,0.42
70,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_71.png,img/rec_fig/71.png,부평 단독주택,3.00,1.00,146.00,0.66,0.95,0.24,0.33,0.29,0.56,0.15,3.59,1.50,37.58,5.00,0.62,0.35
