build_id,build_nm,photo_path,explain_path,design,build_type,kor_flag,iso_flag,koppen,gfa,structure,re_year,re_cost,wall,roof,window,windowframe,airtight,windowcontrol,awning,n_ventilation,n_lighting,heating,cooling,coolheat,ventilation,lighting,sunlight,solarheat,geothermal,windpower,bio,fuelcell,cogeneration,ess,re_before_energy,re_after_energy,re_energy,re_before_emission,re_after_emission,re_emission,re_before_lcc,re_after_lcc,re_life_cycle_cost
101,대구시 대명동 상가주택,img/search_fig/101.png,img/popup/explain 101.jpg,2,1,,410,cwa,,1,2006,,103,,203,,,,,,,,,,,752,,,,,,,,,110279,56453,0.49,46758,23936,0.49,939605,32224373,0.68
102,경기도 안양시 ARK,img/search_fig/102.png,img/popup/explain 102.jpg,2,1,,410,dwa,204,1,2016,,103,,,,,,,,,,,606,,752,,,,,,,,,83375,46471,0.44,35351,19704,0.44,939605,32224373,0.68
103,DPR Construction Phoenix Regional Office(NZEB),img/search_fig/103.png,img/popup/explain 103.jpg,2,11,,840,bwh,"1,519",1,2011,2480000,,,,,555,,,,,555,,,,,,,,,,,,,2000,20,0.99,848,8,0.99,939605,32224373,0.68
104,The George D. Aiken Center at the University of Vermont,img/search_fig/104.png,img/popup/explain 104.jpg,2,7,,840,dfb,"3,716",1,2011,,,,,,,,,,,,,,702,,,,,,,,,,281,104,0.63,119,44,0.63,939605,32224373,0.68
105,5Pev,img/search_fig/105.png,img/popup/explain 105.jpg,2,2,,826,cfb,84,1,2014,,,,,,553,,,,,553,,,705,,,,,,,,,,216,67,0.69,41,14,0.66,939605,32224373,0.68
106,A2Dominion- Northholt,img/search_fig/106.png,img/popup/explain 106.jpg,2,2,,826,cfb,80,1,,,,,,,"553, 555",,,,,"553, 555",,,705,,,,,,,,,,98,49,0.5,21,9,0.57,939605,32224373,0.68
107,Almshouses,img/search_fig/107.png,img/popup/explain 107.jpg,2,2,,826,cfb,28,1,2010,,,,,,,,,,,,,,702,,,,,,,,,1101,350,70,0.8,148,30,0.8,939605,32224373,0.68
108,Barbrook PassivHaus,img/search_fig/108.png,img/popup/explain 108.jpg,2,2,,826,cfb,71,1,2010,,,,,,555,,,,,555,,,705,,,,,,,,,,642,77,0.88,157,9,0.94,939605,32224373,0.68
109,BISF Steel Frame House,img/search_fig/109.png,img/popup/explain 109.jpg,2,2,,826,cfb,88,1,2010,,,,,,"553, 555",,,,,"553, 555",,,706,752,,,,,,,,,319,172,0.46,62,39,0.37,939605,32224373,0.68
110,Bringing Wates homes into the Future,img/search_fig/110.png,img/popup/explain 110.jpg,2,2,,826,cfb,75,1,2010,,,,,,555,,,,,555,,,702,752,,,,,,,,,691,242,0.65,146,51,0.65,939605,32224373,0.68
111,Bristol Retrofit,img/search_fig/111.png,img/popup/explain 111.jpg,2,2,,826,cfb,188,1,2013,,,,,,"553, 555",,,,,"553, 555",,,705,752,,,,,,,,,221,75,0.66,40,14,0.65,939605,32224373,0.68
112,City West Homes,img/search_fig/112.png,img/popup/explain 112.jpg,2,2,,826,cfb,59,1,2010,,,,,,,,,,,,,,705,752,,,,,,,,1101,517,150,0.71,99,30,0.7,939605,32224373,0.68
113,"Compton, Berkshire",img/search_fig/113.png,img/popup/explain 113.jpg,2,2,,826,cfb,98,1,2010,,,,,,555,,,,,555,,,705,,,,902,,,,,,970,97,0.9,227,23,0.9,939605,32224373,0.68
114,Hospital in Egypt,img/search_fig/114.png,img/popup/explain 114.jpg,2,2,,818,bwh,"31,030",1,,,,,,,,,,,,,,,707,752,,,,,,,,,555,328,0.41,214,139,0.35,939605,32224373,0.68
115,435 Indio Way,img/search_fig/115.png,img/popup/explain 115.jpg,2,11,,840,csb,"2,951",1,2014,5120000,,,,,555,,,,,555,,,,752,,,,,,,,,7500,75,0.99,3180,32,0.99,939605,32224373,0.68
116,mid-terrace Victorian house,img/search_fig/116.png,img/popup/explain 116.jpg,2,2,,826,cfb,60,1,2010,,,,,,"553, 555",,,,,"553, 555",,,,752,801,,,,,,,,519,109,0.79,98,23,0.77,939605,32224373,0.68
117,Chale Green,img/search_fig/117.png,img/popup/explain 117.jpg,2,2,,826,cfb,88,1,2010,,,,,,555,,,,,555,,603,705,752,,,,,,,,,836,117,0.86,168,28,0.83,939605,32224373,0.68
118,Crawley Homes,img/search_fig/118.png,img/popup/explain 118.jpg,2,2,,826,cfb,91,1,2010,,,,,,,,,,,,,,705,752,,,,,,,,1101,323,126,0.61,65,31,0.52,939605,32224373,0.68
119,Drum Housing Association,img/search_fig/119.png,img/popup/explain 119.jpg,2,2,,826,cfb,69,1,2010,,,,,,555,,,,,555,,,,752,,,,,,,,,619,192,0.69,156,45,0.71,939605,32224373,0.68
120,Penwith Housing,img/search_fig/120.png,img/popup/explain 120.jpg,2,2,,826,cfb,65,1,2010,,,,,,,,,,,,,,,,,,902,,,,,,486,107,0.78,38,25,0.34,939605,32224373,0.68
121,Sarsen Housing,img/search_fig/121.png,img/popup/explain 121.jpg,2,2,,826,cfb,76,1,2010,,,,,,,,,,,,,603,702,,,,,,,,,,550,66,0.88,143,16,0.89,939605,32224373,0.68
122,East Midlands Housing,img/search_fig/122.png,img/popup/explain 122.jpg,2,2,,826,cfb,71,1,2010,,,,,,"553, 555",,,,,"553, 555",,,705,752,,,,,,,,,677,88,0.87,120,17,0.86,939605,32224373,0.68
123,Grove Housing Association,img/search_fig/123.png,img/popup/explain 123.jpg,2,2,,826,cfb,89,1,2010,,,,,,553,,,,,553,,,705,752,,,,,,,,,469,75,0.84,99,18,0.82,939605,32224373,0.68
124,Eco-retrofit Bolton,img/search_fig/124.png,img/popup/explain 124.jpg,2,2,,826,cfb,84,1,2012,,,,,,,,,,,,,,705,752,,,902,,,,,,34,21,0.38,69,50,0.28,939605,32224373,0.68
125,BYRON G. ROGERS FEDERAL BUILDING,img/search_fig/125.png,img/popup/explain 125.jpg,2,10,,840,bsk,"45,987",1,2013,159000000,,,,,,,,,,,,,704,752,,,,,,,,,255,125,0.51,108,53,0.51,939605,32224373,0.68
126,Eco-retrofit Brierfield,img/search_fig/126.png,img/popup/explain 126.jpg,2,2,,826,cfb,169,1,2010,,,,,,,,,,,,,,705,752,,,,,,,,1101,226,104,0.54,46,20,0.57,939605,32224373,0.68
127,Eco-retrofit Colne,img/search_fig/127.png,img/popup/explain 127.jpg,2,2,,826,cfb,89,1,2010,,,,,,,,,,,,,603,705,752,,,,,,,,,277,227,0.18,47,64,-0.36,939605,32224373,0.68
128,Eco-retrofit Ealing,img/search_fig/128.png,img/popup/explain 128.jpg,2,2,,826,cfb,116,1,2010,,,,,,,,,,,,,603,705,752,,,,,,,,,277,213,0.23,57,50,0.12,939605,32224373,0.68
129,Eco-retrofit Orpington,img/search_fig/129.png,img/popup/explain 129.jpg,2,2,,826,cfb,95,1,2010,,,,,,,,,,,,,,,752,,,902,,,,,,259,176,0.32,57,42,0.26,939605,32224373,0.68
130,"Eltham, Retrofit",img/search_fig/130.png,img/popup/explain 130.jpg,2,2,,826,cfb,63,1,2010,,,,,,,,,,,,,,702,,,,,,,,,1101,607,182,0.7,114,35,0.69,939605,32224373,0.68
131,"Enfield Homes retrofit, Enfield",img/search_fig/131.png,img/popup/explain 131.jpg,2,2,,826,cfb,74,1,2010,,,,,,,,,,,,,,705,,,,,,,,,1101,676,142,0.79,160,29,0.82,939605,32224373,0.68
132,Flagship Retrofit,img/search_fig/132.png,img/popup/explain 132.jpg,2,2,,826,cfb,63,1,2010,,,,,,555,,,,,555,,603,704,,,,,,,,,,366,106,0.71,87,25,0.71,939605,32224373,0.68
133,Gentoo Retrofit,img/search_fig/133.png,img/popup/explain 133.jpg,2,2,,826,cfb,78,1,2010,,,,,,"553, 555",,,,,"553, 555",,,705,,,,,,,,,,514,108,0.79,98,22,0.78,939605,32224373,0.68
134,Gentoo Retrofit Bid 2,img/search_fig/134.png,img/popup/explain 134.jpg,2,2,,826,cfb,78,1,2010,,,,,,"553, 555",,,,,"553, 555",,,705,,,,,,,,,,769,100,0.87,148,20,0.86,939605,32224373,0.68
135,Gentoo Retrofit Bid 3,img/search_fig/135.png,img/popup/explain 135.jpg,2,2,,826,cfb,64,1,2010,,,,,,"553, 555",,,,,"553, 555",,,705,,,,,,,,,,560,112,0.8,109,22,0.8,939605,32224373,0.68
136,Green Structures(PCM),img/search_fig/136.png,img/popup/explain 136.jpg,2,2,,826,cfb,100,1,2010,,,,,,"555, 559",,,,,"555, 559",,,702,,,,,,,,,,988,79,0.92,251,19,0.92,939605,32224373,0.68
137,Grove Cottage,img/search_fig/137.png,img/popup/explain 137.jpg,2,2,,826,cfb,135,1,2009,,,,,,"553, 555",,,,,"553, 555",,,705,752,,,,,,,,,279,120,0.57,55,25,0.55,939605,32224373,0.68
138,"Hanley, Stoke-On-Trent",img/search_fig/138.png,img/popup/explain 138.jpg,2,2,,826,cfb,64,1,2010,,,,,,555,,,,,555,,,705,752,,,,,,,,,760,266,0.65,141,57,0.6,939605,32224373,0.68
139,Hard to Heat Homes,img/search_fig/139.png,img/popup/explain 139.jpg,2,2,,826,cfb,48,1,2010,,,,,,,,,,,,,"603, 606",705,752,,,,,,,,,335,104,0.69,81,25,0.69,939605,32224373,0.68
140,Harrow Road Retrofit,img/search_fig/140.png,img/popup/explain 140.jpg,2,2,,840,cfb,125,1,2010,,,,,,553,,,,,553,,,705,752,,,,,,,,,226,70,0.69,43,14,0.67,939605,32224373,0.68
141,Hounslow Council,img/search_fig/141.png,img/popup/explain 141.jpg,2,2,,826,cfb,85,1,2010,,,,,,553,,,,,553,,,705,,,,,,,,,,791,87,0.89,155,18,0.88,939605,32224373,0.68
142,Hounslow Passivhaus Retrofit,img/search_fig/142.png,img/popup/explain 142.jpg,2,2,,826,cfb,85,1,2010,,,,,,555,,,,,555,,,705,,,,,,,,,,662,86,0.87,131,18,0.86,939605,32224373,0.68
143,"Ilford, Essex",img/search_fig/143.png,img/popup/explain 143.jpg,2,2,,826,cfb,77,1,2010,,,,,,"553, 555",,,,,"553, 555",,,705,752,,,,,,,,,658,125,0.81,123,24,0.8,939605,32224373,0.68
144,Property in Whitehaven,img/search_fig/144.png,img/popup/explain 144.jpg,2,2,,826,cfb,76,1,2010,,,,,,553,,,,,553,,,,,,,,,,,,,414,87,0.79,78,17,0.78,939605,32224373,0.68
145,Inspiration Birmingham 2020,img/search_fig/145.png,img/popup/explain 145.jpg,2,2,,826,cfb,159,1,2010,,,,,,"553, 555",,,,,"553, 555",,,705,,,,,,,,,,504,116,0.77,94,20,0.79,939605,32224373,0.68
146,Prewett Bizley Architects,img/search_fig/146.png,img/popup/explain 146.jpg,2,2,,826,cfb,106,1,2010,,,,,,553,,,,,553,,,705,,,,,,,,,,435,100,0.77,79,21,0.73,939605,32224373,0.68
147,Isos Housing Group,img/search_fig/147.png,img/popup/explain 147.jpg,2,2,,826,cfb,71,1,2010,,,,,,553,,,,,553,,606,,,,,,,,,,,483,87,0.82,89,20,0.78,939605,32224373,0.68
148,"L&Q Group, Haringey",img/search_fig/148.png,img/popup/explain 148.jpg,2,2,,826,cfb,223,1,2010,,,,,,555,,,,,555,,,702,,,,,,,,,,922,83,0.91,197,20,0.9,939605,32224373,0.68
149,LB Greenwich,img/search_fig/149.png,img/popup/explain 149.jpg,2,2,,826,cfb,109,1,2010,,,,,,,,,,,,,603,705,,,,,,,,,,614,43,0.93,124,10,0.92,939605,32224373,0.68
150,Lena Gardens,img/search_fig/150.png,img/popup/explain 150.jpg,2,2,,826,cfb,195,1,2010,,,,,,555,,,,,555,,,705,,,,,,,,,,383,69,0.82,73,11,0.85,939605,32224373,0.68
151,Leicester Housing Association,img/search_fig/151.png,img/popup/explain 151.jpg,2,2,,840,cfb,87,1,2010,,,,,,"553, 555",,,,,"553, 555",,,702,,,,,,,,,,98,43,0.56,21,10,0.52,939605,32224373,0.68
152,Hastoe Housing Association,img/search_fig/152.png,img/popup/explain 152.jpg,2,2,,826,cfb,51,1,2010,,,,,,555,,,,,555,,603,702,,,,,,,,,,1829,128,0.93,435,30,0.93,939605,32224373,0.68
153,Low Carbon Sheppey,img/search_fig/153.png,img/popup/explain 153.jpg,2,2,,826,cfb,74,1,2010,,,,,,555,,,,,555,,,705,,,,,,,,,1101,313,141,0.55,63,27,0.57,939605,32224373,0.68
154,Hay Tor,img/search_fig/154.png,img/popup/explain 154.jpg,2,2,,826,cfb,79,1,2010,,,,,,"553, 555",,,,,"553, 555",,,705,,,,,,,,,,288,147,0.49,57,30,0.47,939605,32224373,0.68
155,Metropolitan Housing Trust,img/search_fig/155.png,img/popup/explain 155.jpg,2,2,,826,cfb,110,1,2010,,,,,,"553, 555",,,,,"553, 555",,,705,,,,,,,,,,790,229,0.71,148,48,0.68,939605,32224373,0.68
156,Castle Rock Edinvar,img/search_fig/156.png,img/popup/explain 156.jpg,2,2,,826,cfb,75,1,2010,,,,,,555,,,,,555,,603,705,,,,,,,,,,333,180,0.46,42,62,-0.48,939605,32224373,0.68
157,One Planet Sutton,img/search_fig/157.png,img/popup/explain 157.jpg,2,2,,826,cfb,74,1,2010,,,,,,"553, 555",,,,,"553, 555",,,,,,,,,,,,,356,139,0.61,73,30,0.59,939605,32224373,0.68
158,Plus Dane Group,img/search_fig/158.png,img/popup/explain 158.jpg,2,2,,826,cfb,89,1,2010,,,,,,"553, 555",,,,,"553, 555",,,705,,,,,,,,,,373,149,0.6,77,31,0.6,939605,32224373,0.68
159,Peabody,img/search_fig/159.png,img/popup/explain 159.jpg,2,2,,826,cfb,98,1,2010,,,,,,"556, 555",,,,,"556, 555",,,705,752,,,,,,,,,302,130,0.57,64,26,0.59,939605,32224373,0.68
160,Peterborough EnviroCluster,img/search_fig/160.png,img/popup/explain 160.jpg,2,2,,826,cfb,76,1,2010,,,,,,"553, 555",,,,,"553, 555",,,702,,,,,,,,,,368,114,0.69,68,25,0.63,939605,32224373,0.68
161,Dartford Borough Council,img/search_fig/161.png,img/popup/explain 161.jpg,2,2,,826,cfb,60,1,2010,,,,,,"553, 555",,,,,"553, 555",,,,752,,,,,,,,,395,245,0.38,76,48,0.37,939605,32224373,0.68
162,Redlands,img/search_fig/162.png,img/popup/explain 162.jpg,2,2,,826,cfb,151,1,2011,,,,,,"556, 555",,,,,"556, 555",,,705,,,,,,,,,,230,101,0.56,44,17,0.61,939605,32224373,0.68
163,Powys County Council,img/search_fig/163.png,img/popup/explain 163.jpg,2,2,,826,cfb,82,1,2010,,,,,,"553, 555",,,,,"553, 555",,,705,,,,,,,,,,562,118,0.79,106,25,0.76,939605,32224373,0.68
164,White Design Associates,img/search_fig/164.png,img/popup/explain 164.jpg,2,2,,826,cfb,70,1,2010,,,,,,"553, 555",,,,,"553, 555",,,702,,,,,,,,,,427,64,0.85,79,12,0.85,939605,32224373,0.68
165,"Appledore, Ashford",img/search_fig/165.png,img/popup/explain 165.jpg,2,2,,826,cfb,83,1,2010,,,,,,555,,,,,555,,,705,,,,,,,,,,1023,133,0.87,218,26,0.88,939605,32224373,0.68
166,Hockerton Housing Project Trading,img/search_fig/166.png,img/popup/explain 166.jpg,2,2,,840,bsk,84,1,2010,,,,,,553,,,,,553,,,705,,,,,,,,,,481,77,0.84,89,18,0.8,939605,32224373,0.68
167,Victorian mid-terrace,img/search_fig/167.png,img/popup/explain 167.jpg,2,2,,826,cfb,60,1,2013,,,,,,553,,,,,553,,,705,,,,,,,,,,149,119,0.2,29,23,0.21,939605,32224373,0.68
168,"Cottages, Warlingham",img/search_fig/168.png,img/popup/explain 168.jpg,2,2,,826,cfb,73,1,2010,,,,,,0,,,,,,,,,,,,902,,,,,,1463,117,0.92,348,28,0.92,939605,32224373,0.68
169,Home in Scotland,img/search_fig/169.png,img/popup/explain 169.jpg,2,2,,826,cfb,77,1,2010,,,,,,"553, 555",,,,,"553, 555",,,,,,,,,,,,,373,82,0.78,68,16,0.76,939605,32224373,0.68
170,A+G Architects,img/search_fig/170.png,img/popup/explain 170.jpg,2,2,,826,cfb,92,1,2010,,,,,,"553, 555",,,,,"553, 555",,,702,,,,,,,,,,452,95,0.79,87,19,0.78,939605,32224373,0.68
171,Riverside HA,img/search_fig/171.png,img/popup/explain 171.jpg,2,2,,826,cfb,64,1,2010,,,,,,555,,,,,555,,603,705,,,,,,,,,,500,90,0.82,120,21,0.83,939605,32224373,0.68
172,Brampton retrofit,img/search_fig/172.png,img/popup/explain 172.jpg,2,2,,826,cfb,80,1,2010,,,,,,553,,,,,553,,,,,,,,,,,,,304,85,0.72,59,9,0.85,939605,32224373,0.68
173,Encraft Ltd,img/search_fig/173.png,img/popup/explain 173.jpg,2,2,,826,cfb,80,1,2010,,,,,,553,,,,,553,,,,,,,,,,,,,711,192,0.73,148,14,0.91,939605,32224373,0.68
174,Victory Housing Trust,img/search_fig/174.png,img/popup/explain 174.jpg,2,2,,826,cfb,86,1,2010,,,,,,,,,,,,,,,752,,,902,,,,,,432,160,0.63,134,38,0.72,939605,32224373,0.68
175,RCT Homes,img/search_fig/175.png,img/popup/explain 175.jpg,2,2,,826,cfb,74,1,2010,,,,,,555,,,,,555,,,705,,,,,,,,,,668,187,0.72,125,44,0.65,939605,32224373,0.68
176,SNW Home retrofit - Crawley,img/search_fig/176.png,img/popup/explain 176.jpg,2,2,,826,cfb,84,1,2010,,,,,,,,,,,,,,705,,,,,,,,,1101,457,137,0.7,89,28,0.69,939605,32224373,0.68
177,SOLAR HOUSE 80/50,img/search_fig/177.png,img/popup/explain 177.jpg,2,2,,826,cfb,99,1,2010,,,,,,555,,,,,555,,606,705,,,,,,,,,,286,160,0.44,68,38,0.44,939605,32224373,0.68
178,Victorian house,img/search_fig/178.png,img/popup/explain 178.jpg,2,2,,826,cfb,87,1,2010,,,,,,"553, 555",,,,,"553, 555",,,,,,,,,,,,,536,268,0.5,102,56,0.45,939605,32224373,0.68
179,Holistic Optimal Retrofit,img/search_fig/179.png,img/popup/explain 179.jpg,2,2,,826,cfb,58,1,2010,,,,,,,,,,,,,,,,,,902,,,,,,600,120,0.8,115,28,0.76,939605,32224373,0.68
180,South Chingford - Ascham Homes,img/search_fig/180.png,img/popup/explain 180.jpg,2,2,,826,cfb,105,1,#NAME?,,,,,,"553, 555",,,,,"553, 555",,,702,,,,,,,,,,443,133,0.7,88,26,0.7,939605,32224373,0.68
181,Yorkshire Housing,img/search_fig/181.png,img/popup/explain 181.jpg,2,2,,826,cfb,75,1,2010,,,,,,,,,,,,,603,705,,,,,,,,,,500,155,0.69,93,37,0.6,939605,32224373,0.68
182,Thamesmead Retrofit House,img/search_fig/182.png,img/popup/explain 182.jpg,2,2,,826,cfb,175,1,2012,,,,,,"553, 555",,,,,"553, 555",,,705,,,,,,,,,,545,109,0.8,105,22,0.79,939605,32224373,0.68
183,Melin Homes,img/search_fig/183.png,img/popup/explain 183.jpg,2,2,,826,cfb,85,1,2011,,,,,,555,,,,,555,,,,,,,,,,,,1101,352,95,0.73,71,20,0.72,939605,32224373,0.68
184,The Oxford Whole House Carbon Reduction Project,img/search_fig/184.png,img/popup/explain 184.jpg,2,2,,826,cfb,77,1,2010,,,,,,"553, 555",,,,,"553, 555",,,705,,,,,,,,,,375,120,0.68,71,25,0.65,939605,32224373,0.68
185,Tower Hamlets,img/search_fig/185.png,img/popup/explain 185.jpg,2,2,,826,cfb,104,1,2010,,,,,,"553, 555",,,,,"553, 555",,,,,801,,,,,,,,546,191,0.65,103,40,0.61,939605,32224373,0.68
186,Tunbridge Wells,img/search_fig/186.png,img/popup/explain 186.jpg,2,2,,826,cfb,77,1,2010,,,,,,555,,,,,555,,,705,,,,,,,,,,357,107,0.7,69,17,0.75,939605,32224373,0.68
187,WHISCERS,img/search_fig/187.png,img/popup/explain 187.jpg,2,2,,826,cfb,113,1,2010,,,,,,"553, 555",,,,,"553, 555",,,,,,,,,,,,,217,91,0.58,41,19,0.54,939605,32224373,0.68
188,Wakefield and District Housing Kettlethorpe retrofit 2,img/search_fig/188.png,img/popup/explain 188.jpg,2,2,,826,cfb,83,1,2010,,,,,,"553, 555",,,,,"553, 555",,,,,,,,,,,,,311,115,0.63,60,25,0.58,939605,32224373,0.68
189,Two Piers Housing Co-Operative,img/search_fig/189.png,img/popup/explain 189.jpg,2,2,,826,cfb,177,1,2010,,,,,,"553, 555",,,,,"553, 555",,,705,,,,,,,,,,579,110,0.81,107,23,0.79,939605,32224373,0.68
190,Crawley Homes,img/search_fig/190.png,img/popup/explain 190.jpg,2,2,,826,cfb,79,1,2010,,,,,,,,,,,,,,705,,,,,,,,,1101,459,133,0.71,84,28,0.67,939605,32224373,0.68
191,Princedale Road,img/search_fig/191.png,img/popup/explain 191.jpg,2,2,,826,cfb,,1,2010,230000,,,,,555,,,,,555,,,705,,,,902,,,,,,251,128,0.49,70,20,0.71,939605,32224373,0.68
192,Mosaic Midmoor Road,img/search_fig/192.png,img/popup/explain 192.jpg,2,2,,826,cfb,,1,2010,162000,,,,,,,,,,,,,705,,,,,,,,,,470,155,0.67,77,32,0.58,939605,32224373,0.68
193,Penzance,img/search_fig/193.png,img/popup/explain 193.jpg,2,2,,826,cfb,,1,2010,78000,,,,,,,,,,,,,705,,,,902,,,,,,538,113,0.79,148,17,0.89,939605,32224373,0.68
194,406 Collins Street,img/search_fig/194.png,img/popup/explain 194.jpg,2,11,,36,cfb,"4,004",1,2011,1500000,,,,,,,,,,,,,711,752,,,,,,,,,500,250,0.5,212,106,0.5,939605,32224373,0.68
195,182 Capel Street,img/search_fig/195.png,img/popup/explain 195.jpg,2,11,,36,cfb,"1,601",1,2011,420000,,,,,,,,,,,,,710,752,,,,,,,,,118,59,0.5,50,25,0.5,939605,32224373,0.68
196,"Council House 2 (CH2), Melbourne",img/search_fig/196.png,img/popup/explain 196.jpg,2,11,,36,cfb,"12,542",1,,,,,,,,,,,,,,,,,801,,,,,,,,43,39,0.1,18,17,0.06,939605,32224373,0.68
197,1525 WILSON BOULEVARD,img/search_fig/197.png,img/popup/explain 197.jpg,2,11,,840,cfa,"29,110",1,2010,1100000,,,,,,,,,,,,,710,752,,,,,,,,,667,500,0.25,283,212,0.25,939605,32224373,0.68
198,Johann B?mstrasse 34 + 36,img/search_fig/198.png,img/popup/explain 198.jpg,2,2,,36,dfb,"2,845",1,2013,5424950,,,,,555,,,,,555,,,705,,,,,,,,,,186,52,0.72,78,22,0.72,939605,32224373,0.68
199,Vester Voldgade.DK,img/search_fig/199.png,img/popup/explain 199.jpg,2,11,,276,cfb,"6,735",1,2015,3517146,,,,,555,,,,,555,,,705,752,,,,,,,,,117,59,0.5,50,25,0.5,939605,32224373,0.68
200,PHI_GAG_Hoheloog_Ludwigshafen,img/search_fig/200.png,img/popup/explain 200.jpg,2,3,,276,cfb,960,1,2007,,,,,,,,,,,,,,,,,,,,,,,,267,16,0.94,106,7,0.93,939605,32224373,0.68
201,Factor10_N?nberg,img/search_fig/201.png,img/popup/explain 201.jpg,2,4,,276,cfb,960,1,2002,569845,,,,,"553, 555",,,,,"553, 555",,,,,801,,,,,,,,156,25,0.84,66,11,0.83,939605,32224373,0.68
202,Gym Ostfildern,img/search_fig/202.png,img/popup/explain 202.jpg,2,10,,276,cfb,"2,440",1,2008,3169984,,,,,,,,,,,,,702,,,,,,,,,,164,74,0.55,70,31,0.56,939605,32224373,0.68
203,Angela School,img/search_fig/203.png,img/popup/explain 203.jpg,2,7,,276,dfb,"2,670",1,2010,2554977,,,,,553,,,,,553,,,,752,,,,,,,,,318,70,0.78,135,30,0.78,939605,32224373,0.68
204,Friedrich-Fr?el-School Olbersdorf,img/search_fig/204.png,img/popup/explain 204.jpg,2,7,,276,dfb,"5,610",1,2011,6159321,,,,,553,,,,,553,,,,,,,,,,,,,196,51,0.74,82,22,0.73,939605,32224373,0.68
205,High School Passive House,img/search_fig/205.png,img/popup/explain 205.jpg,2,7,,276,cfb,"1,016",1,2013,,,,,,"553, 555",,,,,"553, 555",,,,752,,,,,,,,,800,80,0.9,339,34,0.9,939605,32224373,0.68
206,"Riga, Latvia",img/search_fig/206.png,img/popup/explain 206.jpg,2,4,,428,dfb,"2,756",1,2014,377652,,,,,,,,,,,,,705,752,,,,,,,,,196,90,0.54,83,38,0.54,939605,32224373,0.68
207,The Mildmay Centre,img/search_fig/207.png,img/popup/explain 207.jpg,2,11,,826,cfb,665,1,2012,1824984,,,,,,,,,,,,,702,,,,,,,,,,633,95,0.85,268,40,0.85,939605,32224373,0.68
208,Grand Junction,img/search_fig/208.png,img/popup/explain 208.jpg,2,11,,840,bsk,"3,861",1,2013,16693077,,,,,,,,,,,,606,"704, 702",752,,,,,,,,,7900,79,0.99,3350,33,0.99,939605,32224373,0.68
209,Silver Spring and Lanham,img/search_fig/209.png,img/popup/explain 209.jpg,2,11,,840,cfa,"14,644",1,2014,,,,,,555,,,,,555,,,,752,,,,,,,,,91,48,0.47,39,20,0.49,939605,32224373,0.68
